user_id,product_id,rating,date,review_text,label,review_frequency,burstiness,rating_deviation,punctuation_intensity,capitalization_ratio
-68PCMfAr7McfGUDowvNGQ,1QKqtC4vML3QhkrSzwR_tQ,3,2008-07-17,"WakAMOnO!! used smaLl!? establishment Back LiTtle quiet CoZY food, arriVed quickly NOw expanded A!!! TestAMEnT quality appear they ve hired sushi chefs thIs lead i cONsIDEr very long waiT meal the quAlITy ExcellENT i ve establishMEnT handful TIMeS! one delIGhT tastebuds but!!! JOy ends the restaurant... far large number CHefs! have and, noise eXCeSSiVE the entire pLAce buIlt eye... pleasing WoOd louD music!? large number people makeS!!! cOnVeRSING DiffIcuLt truthfully nIceR months I would never EAT I... certain! seating outside not able conveRSe!!! dinner... mates!? serious issue suggestions?! owners i, M SUre read this InVEst noise absorbing materials Turn music we!! re... club bar we re restaurant trYing enjoy meal talk friends AnD get!! chefs yoU could turn... tAbleS maKE mOney waItInG!! hour Food cool mAY drive people find quicker delivering EstAbLIShmENTs they exist i wIsH OptIoNs RANkING instEAd!! single!! Star rating The food would get 5 Decor!? 4!? experience 2!",1,1,0,0.3020833333333335,0.04065040650406504,0.1290650406504065
-6DoXmdXEy_P5N-QZzntgA,43rd1LKcZRIunySzbMsyLQ,5,2011-10-31,"This restaurant held spot favorite restaurant almost 8 years now the food consistently fresh meat cooked perfection matter like it tip if big meat eater careful fill, salad phenominal salad bar customer service always stellar recent trip manager even came chat us times drinks strong wine good meat literally second none bad tasting item establishment this stay favorite restaurant long time.",0,1,0,0.562043795620438,0.0,0.002551020408163265
-6WSK9Mb5dTxN-x2d1NBZQ,4wreIFjaPMppyEnzKHbozg,5,2012-09-02,"Awesome, DEFINITELY GO, bACk Food worth, BILL service atmosphere!! DELIGHTFUL!",1,1,0,1.1683673469387754,0.038461538461538464,0.38461538461538464
-6XunUFmX7h_J9efHci1AA,UQ3cGi3GdBljE3i2_qLcBQ,4,2010-11-25,"It one best, bakery, tOwn i, simpLY lovE! maNGO mousse cake a,! MUST gO everyONe!!!",1,1,0,0.12195121951219523,0.060240963855421686,0.18072289156626506
-7Pqh18Egy-fnaOau7O_aA,8d_DiHWB-pjBVW3a7D8EWg,5,2011-07-25,"LOVE SUNDA WE FIRST WENT?! CHEF! S!? TASTING!!! MENU DEAL I GOT, GROUPON EACH PORTION MENU?! PLENTIFUL ENOUGH!! SHARING TWO PEOPLE SINCE! THEN! GONE!! BACK ORDER REGULAR!? MENU ENJOYED, WELL THE DINING ROOM BIT LOUD SIDE BAD WOULD KEEP US AWAY SOME!! FAVES CHOP!! CHOP CHICKEN SALAD ROCK SHRIMP TEMPURA, STARTERS ALL SUSHI ROLLS GREAT ESPECIALLY?! YELLOWTAIL! JALAPENO ROLL!? HAVE... FUN ENJOY?!",1,1,0,1.183673469387755,0.07341772151898734,0.7569620253164557
-7qJ-G5CgnSIYUnaiIYImQ,LlHEzxQTiiLJokn2tli35A,5,2009-11-04,"FROM MOMENT HUSBAND I WALKED IN GREETED WARM FRIENDLY ENVIRONMENT THE POPCORN FAD TREND ACTUALLY BEST!? I EVER!!! HAD, THE SERVER BEYOND COOL OPINIONATED I LOVE THE FOOD, GOOD! NEGATIVE!! THING I!!! SEE IS APPETIZERS FAR BETTER MAIN COURSES WHILE I WANTED FINISH!? EVERY MORSEL WISCONSIN, RISOTTO! DECONSTRUCTED ITALIAN!! BEEF ETC I MILDLY IMPRESSED... MAIN COURSES ORDERED!!! STURGEON PORK BELLY THE WINE! BEYOND REASONABLY?! PRICED DESSERTS... ALTHOUGH SMALL YUMMY IF BUDGET!! WOULD REGULARS I SENT THREE COUPLES SINCE DINING LAST MONTH LEFT HAPPY...",1,1,0,1.3191489361702127,0.043478260869565216,0.7862318840579711
-822bzeF5x6uOKSuTDgabA,F7IQngaDDBgYvhA3U31q-g,3,2012-04-14,I receive large portion food ok nothing special i make special trip visit again cash only credit cards!!,0,1,0,1.067961165048544,0.019230769230769232,0.009615384615384616
-8fCkXTfKWFalj8jUhFryQ,IuFEm-19YYh49T5ZlvwkDA,5,2008-12-30,I big fan cuban sandwich places i personally love marianao s steak sandwich ones here it also expensive mariano s place makes huge menu less hectic ordering experience convenient hours operation the lechon amazing here the steak sandwich also good i d recommend anyone area try place out you regret it the experience surely good one cause owner pretty friendly really seems care everyone happy food...,0,3,0,0.8157894736842106,0.0,0.0024937655860349127
-8fCkXTfKWFalj8jUhFryQ,jGiKIJCVLZHXQDSNnSLPsw,4,2010-07-16,"I stared trying decide many stars give i must say i close giving 3 stars i huge rick bayless fan i books i dvr show i think he s great chef i love eat food this place however live hype opinion i tried ahogada i m huge fan good carnitas i expected get best tasting carnitas ever i got arguably worst i felt meat dry pretty tasteless i bathe sandwich hot sauce came get flavor i must say i quite disappointed that if i guess lacking i would say probably prepare whole pig slow roasting overnight i m pretty sure shortcuts taken that speculation though either way i definitely recommend sandwich anyone wants good carnitas however prepared good my wife got milanesa chicken torta mixed feelings at first blown away helped asked avocado i tried thought pretty good nothing special we ordered chocolate milk ok lastly got churros ice cream i actually thought good i highly recommend them they probably saved rating time around overall i feel i may little harsh words i feel average meal i d like add feelings definitely weigh paying 10 sandwich couple bucks small cup chocolate milk the truth i could get better tasting torta half price almost anywhere else i frequent i think kind ridiculous pay, much sandwich twice good as stated above sandwich even good much less twice good the reason 3 star i decided give one shot one day rick bayless deserves benefit doubt opinion?!",0,3,0,0.05555555555555536,0.0014609203798392988,0.0007304601899196494
-8fCkXTfKWFalj8jUhFryQ,AqgG-1aD6JYj9D6OmBWO3w,4,2010-08-20,"This place thoroughly reviewed i ll keep somewhat brief i twice enjoyed items i ve had for appetizers i highly recommend mini sopes they shredded beef tomatoes i know menu changes may always there get are i also got queso fundido i thought great i recommend tamales mine chorizo bacon sauce, it i also recommend flautas my entres steak dinner duck tacos i enjoy tacos much except handmade tortillas awesome the steak good though most sides extra like rice example for desert i ve flans always good i think can t miss i highly recommend it overall i took star couple reasons one food amazing enough wait price i completely love rick s show books i cook trust book restaurant different go knowing uses authentic flavors ingredients twists dishes bit i completely respect makes original dishes may surprise looking flavors used to...",0,3,0,0.4895104895104896,0.0,0.0012048192771084338
-8qqgBGct7GRADPDJxCE5g,qkfBgSCbekH3DHTanVL1_w,5,2009-04-09,"I NEVER... BAD MEAL INDIE BEFORE I VE EATEN ABOUT OH I KNOW 90 TIMES I!! WENT SCHOOL LOYOLA CHICAGO STREET NOW!! EVERY TIME I GO THERE 1!? I!!! TRY SOMETHING NEW 2 I, BRING!!! SOMEONE NEW RECENTLY I SUSHI OFF FRIEND, LINCOLN PARK!!! BROUGHT TORO I BROUGHT INDIE!! MUTUTALLY DECIDED INDIE BETTER CHOICE, FOR KNOW TORO!! DECENT SUSHI!! PLACE LINCOLN PARK LINES DOOR EVERY NIGHT WEEK SO!! SUSHI THAT S?! BETTER TORO! WITHOUT!!! RIDUCLOUS WAIT TIME GO EDGEWATER INDIE CAFE!? I RECOMMEND DRAGON NEW YORK! MAKI OH MOCHI EXCELLENT TOO?!",1,1,0,0.9380530973451329,0.06427221172022685,0.7466918714555766
-94HWqwSD4Qtm5odAFxHSg,d6UbRb9W5eA1yL-DuVZ8ug,4,2010-04-01,"I love place much when family austria came visit family summers ago decided take unique dining experience it first time here i fell love the buffet pretty good however i go much it entr茅es i after if eat buffet like i saw one girl do probably really like place also vegetarian almost every entr茅e meat best place go the entr茅es amazing swordfish especially it takes different entr茅es come around since many go people great conversations with you re looking hours long meal here also i remember place bit pricey fine high quality meats offer also i dinner prices could differ parts day the serving staff nice or least i there it s 2 years since i, last there i think our waiter overhead one cousin talking studying chef server brought kitchen could see everything assembled i thought kind all all i can t wait go relive delicious food induced coma this place makes feel unashamed massive glutton i am...",0,1,0,0.5460992907801416,0.0,0.0011086474501108647
-9p_ftE9SbDHzKBRN9WfPA,_n3OmwreEGPQmiHKklsD8w,1,2008-08-01,HORribLE SERVICE period...,1,1,0,2.295918367346939,0.0,0.46153846153846156
-AAEwc6sLDGMTeFlEXzXoA,rnjz2KNgsQ2YaC_kjeuuAQ,4,2011-06-21,"Kinzies nice place evening out dress well u go the service great they took trouble explain different cuts donot know much steak i delmonico, fabulous and variety gravys sauces choose from i creamed spinach broccoli fondue sides delicious for desert profitroles yummy decent wine list well!",0,1,0,0.3246753246753249,0.0034602076124567475,0.0034602076124567475
-Ay-abjIW5HTrYEuhoM7PA,rnjz2KNgsQ2YaC_kjeuuAQ,2,2011-02-10,"I aTE kinzie chophouse week ago i impressed i help feeling i... PAid! 40 15 steak The! food taSteS?! cheap paying i goT distinct ImpREssion sUburban chain stEakhOuse masquerading fine!! urban dinning DEStInatIoN It needs realize place world tHe menu ridiculous mAKes mockery anyoNE willing... pay, PRiceS!! quaLiTy fOoD and?! lies!? problem i would guESs OwnErsHiP feelS bEsT intErESTs buy... infERior, InGrEDieNTs markup prIce pocket savings the reason I m!!! GivIng!! one star review... SErvice excellent the STAff knoWleDgEaBLe friendly extreMely helpful!!! the ENtiRe REStAuRAnT rUNs smOoTHly sTafF... make Pleasant dining!!! eXPerIeNcE iF cheap ownership would eXCellent!!! restaurANt anyone!? visit...",1,1,0,2.324675324675325,0.039603960396039604,0.13861386138613863
-AzSEp4B_GL7WEKpHstmww,FCcgXODBs6O7MGH3VZNyLQ,5,2012-03-24,"I... grew?! HERE! mY couSIn i would MAKE FREQUENT RUNS dodging cars liKe playing!? game frogger n miLWaukEe ave w hermione! st our grandmother liVED rIGHT w hERMiOne st my grandmother passed SINCE house sold stop DRIVING way romeoville milwaukee, deVOn there no!? hoT dog place tOp... SUPERDAWG!? ever their SHaKes MALTS... die fOr the pickled... tomato like cherry top sundae oF! course!!! i ve everything menu One poinT anothEr everything!? awesome my favorite!? part old fashion dRive... in park oRdEr?! mEnu board come CAR... food hook tray windOW THE?! staff!? awesome fOoD great?! ATMOSPHERE die for EVEN SELL souvenirs?! IF neVer! LIVE withIN hour?! radius go!? it 1!? 3 yeaR treat FAMILY 6 if HuSBANd!! i would least month it look... liTtLE run down adds ATMOSPHERE!! good OLE! FaShioN! drive in s!? this, place LEaSt 60 years olD!!! that alone shows?! soMEtHINg right OH put KETCHUP hot dog need get chicago go new york belong!!?",1,1,0,1.1823529411764704,0.054371002132196165,0.17803837953091683
-BpWUnoBWs3ZQ5f8CN7now,tCkwBTuEFvhuaBoEUWqbuQ,4,2011-08-30,"The fact place offers!! diverse menu maIntAiNing!? QUALITY YUMMY fLaVor pretty amazing THIS dEFIniTEly favOrIte BRUNCH!!! spot!? i?! REGULARLY take town gUestS!! get feEl, GREEK ToWn the complaint get! supER CROWDED weekends but! worth, wait... crowded SEatiNg week daYS, MUCH... relaxed enjoyable, TRY,... it...",1,1,0,0.06796116504854366,0.04807692307692308,0.2403846153846154
-CFKDP2Ch0uXtYjnjFWE-w,WaIbupMGDBi5B3SChsUH8A,3,2011-03-27,"Cafe 28 solid 3 star experience glimmers 4 stars the service outstanding, we seated table little section server nicer accommodating i feel food misses mark some items outstanding others much i love green tamale appetizer skirt steak really good sides ok?!",0,1,0,1.0252100840336134,0.00784313725490196,0.00392156862745098
-CZbRjh2JTbMTH9UPvnv1w,NGfbRjWoqUh2fGw8DU_pmA,1,2011-02-04,"SORRY?! NEVER... go BACK, placE, food good service terrible expensive!",1,1,0,2.0476190476190474,0.04285714285714286,0.21428571428571427
-CbCgPqc8rETtu0oAnvVfA,XgGUnYs2bjbbNvBefFtWxA,5,2010-09-10,"I really really, enjoyed place not service impeccable food good we started fried ravioli relatively expensive get proved well worth price i believe something like 5 6 pieces my dish farfalle pollo fantastic really enjoyed dish portion proved enough fill up i ended taking somewhere half third home me my partner conchiglie gorgonzola it good i liked farfalle pollo better i certainly making return trip pasta bowl definitely over...",0,2,1,0.7777777777777777,0.0,0.0023148148148148147
-CbCgPqc8rETtu0oAnvVfA,yBRaSkuYwFhYEoucDyD0lA,5,2010-09-10,"Had dried chili chicken fantastic lots, heat, lots chili peppers!!",0,2,1,1.606299212598425,0.030303030303030304,0.015151515151515152
-E8DgLLjzzYdZ0jLVpd7Wg,o54U2VkQama8FI30qDkWvw,5,2011-11-08,What great place eat awesome food friendly service always great time walked accident thinking diner food found vegan shocked great job guys 5 stars!,0,1,0,0.9629629629629628,0.006756756756756757,0.006756756756756757
-EFMr4ihkI5ASXzPyNheMw,_n3OmwreEGPQmiHKklsD8w,4,2012-08-03,"Haven t years good!!! knoW stIlL, around sERviCe pretTY! baD especially Speak kOreAN do StiLl!!! love side, dishes course kalbi Jop jae!!! am!! LookIng, forward next time heAd!! AgAiN!!",1,1,0,0.704081632653061,0.08648648648648649,0.12432432432432433
-EqID-_d9pbP56VEmLROQQ,8d_DiHWB-pjBVW3a7D8EWg,5,2011-01-03,"I!! SUBMITTED MANY REVIEWS, YELP SUNDA BEFORE!! IT FAR, BEST RESTAURANT CITY!? I... VE LIVED 19 YEARS CERTAINLY?! FIX!? RESTAURANTS THE FOOD FANTASTIC... SERVICE UNBELIEVABLE! PARTNERS MAKE SURE! EVERYTHING LIKING... I SERIOUSLY!!! GO 1!! RESERVATION NEXT, SUNDA?! DINING, HIGHLIGHT WEEK YEAR?!",1,1,0,1.183673469387755,0.07142857142857142,0.7380952380952381
-F1ywE-AWYm04O8uie0YgA,0fFLUKl71vv3eNV2xhikEw,5,2010-05-17,"THE PIZZA GOOD!! ITALY I, TOOK, 83 YEAR OLD MOM SPACCA NAPOLI SAID PIZZA GOOD PIZZA USED MAKE GROWING ITALY HER FAMILY!! FORNO DE LEGNO WOOD?! OVEN JONATHAN OWNER... GRACIOUS HOSPITABLE ON! 2ND VISIT REMEMBERED US BROUGHT LITTLE GLASS PROSECCO LITTLE WELCOME BACK!? GESTURE LITTLE TOUCHES LIKE MAKE EXPERIENCE BETTER I AFRAID SERVICE WOULD GET COMPROMISED... EXPANSION EVERYTHING RUNNING EFFICIENTLY EVER THE SIDEWALK TABLES TERRIFIC THEY RE SIDESTREET TRAFFIC EXHAUST! SMOKE ISSUES! YOU LL!? NEVER! RUSHED SERVICE ALWAYS! CHEERFUL FRIENDLY I LOVE DAILY?! SPECIALS I REALLY! APPRECIATE WINE SELECTIONS PRETENTIOUS!!! THEY RE REASONABLY PRICED SPACCA NAPOLI, QUICKLY! BECOME ONE FAVORITE?! PLACES, DINE?!",1,1,0,0.9518072289156629,0.03698435277382646,0.8008534850640113
-F6PdlUlQMGrsX-qug_f4g,F7IQngaDDBgYvhA3U31q-g,4,2008-10-22,This place great cheap delicious meal the vegetarian burrito chile relleno favorites the steak sandwiches also quite good i get entrees often huge good too the service ok usually friendly fast paced encourage quick turnover last time i there super busy i noticed hostess cashier guy texting whole time it made feel bad people working asses guys sat phones bummer!,0,2,0,0.0679611650485441,0.0027548209366391185,0.0027548209366391185
-F6PdlUlQMGrsX-qug_f4g,oEFJ29zAQaCNnQzebHQvpg,4,2012-03-23,I m giving another star star bartenders henry patrick i love guys nice make great drinks even want something impromptu remember name meeting once i usually go nights quieter there s line?!,0,2,0,0.06122448979591821,0.010638297872340425,0.005319148936170213
-FP7Bd4OCUKuWBi5MIpEHA,FCcgXODBs6O7MGH3VZNyLQ,5,2007-10-15,"Seems like sort place love hate me love it hot dogs, one favorite places grab burger shake me, whoopercheesie vanilla shake combo hard beat...",0,1,0,1.1823529411764704,0.0,0.007042253521126761
-FjLaUdIRV3I0Pv8i-ICfQ,ibreTMGGaQSanZttUchjKg,3,2010-07-31,3 stars due long wait wait worth quality pizza flavors good sausage pie crust dry hard almost inedible much prefer giordano s lou malnati s...,0,1,0,0.3529411764705883,0.0,0.0
-G56dH6mkeDnAEjUDrW7Nw,IuFEm-19YYh49T5ZlvwkDA,5,2008-10-30,"Coming like going visit cuban grandma makes heaping plate delicious food we lechon plantains rice black beans tasty we scarfed down we mid afternoon steady stream people getting know place the cuban music background sets mood well cuban newspapers back day pasted walls i plan come back breakfast pastries, looked good coffees priced fairly lots interesting stuff discover!!",0,1,0,0.8157894736842106,0.0053475935828877,0.00267379679144385
-HQGG_AMQcRZs9XJ2gd5Lg,LYppbvgJlBG0SqjSKFiFGg,5,2008-06-10,"I promised friend could write review i use space rave i had the best experience here and absolutely loved it i lost bet susan the deadbeat yet write review although could hardly call bet fair wager i told i d take since i coupon 2 4 course meals, 65 yes like everyone else i suspicious assured fellow yelpers i m glad went we made reservations i hate restaurants let make reservation able secure seat outside although tables really close road relatively quiet street the wine merlot normally favorite delicious the bruchetta amazing fresh crisp house salad good i trying save room main course i ordered truffle filled ravioli bit rich time i got main course i much room left it the tiramisu par could little espresso flavor overall great service great food great atmosphere a highly recommend everyone go whether good friend significant other large group i m sure enjoy it!",0,4,0,0.7383177570093462,0.001145475372279496,0.001145475372279496
-HQGG_AMQcRZs9XJ2gd5Lg,UQ3cGi3GdBljE3i2_qLcBQ,4,2009-05-15,We sit meal here ordered pastries to go specifically almond walnut baklava can t much baklava well cookies can t remember name raspberry filling one end dipped chocolate sprinkles everything delicious baklava sweeter i d before the cookies great especially dipped tea this cafe cute i m definitely planning making another visit hopefully lunch break since pretty close work!!,0,4,0,0.12195121951219523,0.005333333333333333,0.0026666666666666666
